USER ID : 1006 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAECMYJxjqAjIJCAAQIxgnGOoCMgkIARAjGCcY6gIyCQgCECMYJxjqAjIJCAMQIxgnGOoCMgkIBBAjGCcY6gIyCQgFECMYJxjqAjIJCAYQIxgnGOoCMgkIBxAjGCcY6gLSAQwzMDY3MjU3NWowajeoAgiwAgE&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Mon Feb 05 2024 18:19:28 GMT+0530 (India Standard Time)
USER ID : 2 | URL :chrome://newtab/ | TIME OF ACCESS : Sat Feb 17 2024 18:01:47 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://www.linkedin.com/feed/ | TIME OF ACCESS : Sat Feb 17 2024 18:01:57 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Dashboard/AdminDashboard | TIME OF ACCESS : Sat Feb 17 2024 18:03:57 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Sat Feb 17 2024 18:04:27 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Dashboard/OrganizationDashboard | TIME OF ACCESS : Sat Feb 17 2024 18:04:37 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Dashboard/DownloadData?email=gadekaromus@gmail.com&dataType=Urls | TIME OF ACCESS : Sat Feb 17 2024 18:04:47 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Dashboard/DownloadData?email=gadekaromus@gmail.com&dataType=TotalHours | TIME OF ACCESS : Sat Feb 17 2024 18:05:07 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Dashboard/DownloadUserData?email=gadekaromus@gmail.com&dataType=Urls | TIME OF ACCESS : Sat Feb 17 2024 18:06:17 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/ | TIME OF ACCESS : Sat Feb 17 2024 18:11:28 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Dashboard/OrganizationDashboard | TIME OF ACCESS : Sat Feb 17 2024 18:11:38 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Sat Feb 17 2024 18:11:58 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Mon Feb 19 2024 10:41:42 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Mon Feb 19 2024 10:45:58 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Mon Feb 19 2024 10:52:55 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Mon Feb 19 2024 10:53:35 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Mon Feb 19 2024 10:57:25 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 15:30:34 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 20 2024 15:31:24 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Tue Feb 20 2024 15:34:59 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 15:35:09 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 20 2024 15:35:59 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 20 2024 15:39:06 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 15:40:26 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Home | TIME OF ACCESS : Tue Feb 20 2024 15:49:06 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 20 2024 15:51:36 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Home | TIME OF ACCESS : Tue Feb 20 2024 15:52:46 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 15:53:06 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Tue Feb 20 2024 15:54:06 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Tue Feb 20 2024 15:55:26 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 20 2024 16:03:13 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 16:04:13 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 20 2024 16:16:31 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 16:16:51 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://www.gov.uk/guidance/india-young-professionals-scheme-visa-ballot-system | TIME OF ACCESS : Tue Feb 20 2024 16:19:23 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://homeoffice.queue-it.net/?c=homeoffice&e=prodapril2022yms&ver=v3-java-3.7.0&cver=-1&man=unspecified&t=https://apply-to-visit-or-stay-in-the-uk.homeoffice.gov.uk/dashboard/landing-page/new/YMS_BALLOT | TIME OF ACCESS : Tue Feb 20 2024 16:19:43 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 20 2024 16:22:41 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 16:23:01 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 16:24:41 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 20 2024 16:24:51 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Tue Feb 20 2024 16:26:30 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 20 2024 16:26:40 GMT+0530 (India Standard Time)
USER ID : 4011 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Tue Feb 20 2024 16:27:00 GMT+0530 (India Standard Time)
